SKUs,Total Box,Item 1,Box,Item 1 Length,Item 1 Width,Item 1 Height,Item 1 Weight,Item 2,Box,Item 2 Length,Item 2 Width,Item 2 Height,Item 2 Weight,Item 3,Box,Item 3 Length,Item 3 Width,Item 3 Height,Item 3 Weight,Item 4,Box,Item 4 Length,Item 4 Width,Item 4 Height,Item 4 Weight
SUDO3-BCH-W,2,SUT-BCH-T,1,45,45,7,59,,,,,,,DOC-BCH-W,1,42,20,11,43,,,,,,
SUDO5-BCH-W,3,SUT-BCH-T,1,45,45,7,59,,,,,,,DOC-BCH-W,2,42,20,11,43,,,,,,
ANDO3-LWH-W,3,ANT-LWH-T,1,39,39,6,33,ANT-LWH-P,1,26,9,7,14,DOC-LWH-W,1,42,20,11,43,,,,,,
ANDO5-LWH-W,4,ANT-LWH-T,1,39,39,6,33,ANT-LWH-P,1,26,9,7,14,DOC-LWH-W,2,42,20,11,43,,,,,,
AVDO5-LWH-W,4,AVT-LWH-T,1,45,45,9,84,AVT-LWH-P,1,24,11,9,20,DOC-LWH-W,2,42,20,11,43,,,,,,
AVDO7-LWH-W,5,AVT-LWH-T,1,45,45,9,84,AVT-LWH-P,1,24,11,9,20,DOC-LWH-W,3,42,20,11,43,,,,,,
BODO3-WHI-W,2,BOT-WHI-T,1,44,44,6,64,,,,,,,DOC-LWH-W,1,42,20,11,43,,,,,,
BODO5-WHI-W,3,BOT-WHI-T,1,44,44,6,64,,,,,,,DOC-LWH-W,2,42,20,11,43,,,,,,
CADO5-LWH-W,3,CAT-LWH-S,1,64,41,7,84,,,,,,,DOC-LWH-W,2,42,20,11,43,,,,,,
CADO5C-LWH-W,4,CAT-LWH-S,1,64,41,7,84,,,,,,,DOC-LWH-W,1,42,20,11,43,CAB-LWH-W,2,55,18,5,31
CADO6-LWH-W,4,CAT-LWH-S,1,64,41,7,84,,,,,,,DOC-LWH-W,2,42,20,11,43,CAB-LWH-W,1,55,18,5,31
CADO7-LWH-W,4,CAT-LWH-S,1,64,41,7,84,,,,,,,DOC-LWH-W,3,42,20,11,43,,,,,,
DLDO3-WHI-W,3,DLT-WHI-T,1,45,27,4,31,DLT-WHI-P,1,26,9,6,14,DOC-LWH-W,1,42,20,11,43,,,,,,
DLDO5-WHI-W,4,DLT-WHI-T,1,45,27,4,31,DLT-WHI-P,1,26,9,6,14,DOC-LWH-W,2,42,20,11,43,,,,,,
DOVE5-LWH-W,3,DOT-LWH-T,1,64,46,7,133,,,,,,,DOC-LWH-W,2,42,20,11,43,,,,,,
DOVE7-LWH-W,4,DOT-LWH-T,1,64,46,7,133,,,,,,,DOC-LWH-W,3,42,20,11,43,,,,,,
DOVE9-LWH-W,5,DOT-LWH-T,1,64,46,7,133,,,,,,,DOC-LWH-W,4,42,20,11,43,,,,,,
HLDO3-LWH-W,3,HLT-LWH-T,1,45,45,6,55,HLT-LWH-P,1,26,9,7,11,DOC-LWH-W,1,42,20,11,43,,,,,,
HLDO5-LWH-W,4,HLT-LWH-T,1,45,45,6,55,HLT-LWH-P,1,26,9,7,11,DOC-LWH-W,2,42,20,11,43,,,,,,
OXDO3-LWH-W,2,OXT-LWH-T,1,41,41,7,59,,,,,,,DOC-LWH-W,1,42,20,11,43,,,,,,
OXDO5-LWH-W,3,OXT-LWH-T,1,41,41,7,59,,,,,,,DOC-LWH-W,2,42,20,11,43,,,,,,
SHDO3-WHI-W,3,SHT-WHI-T,1,45,45,4,44,SHT-WHI-P,1,28,11,9,24,DOC-LWH-W,1,42,20,11,43,,,,,,
SHDO5-WHI-W,4,SHT-WHI-T,1,45,45,4,44,SHT-WHI-P,1,28,11,9,24,DOC-LWH-W,2,42,20,11,43,,,,,,
SUDO3-LWH-W,2,SUT-LWH-T,1,45,45,7,59,,,,,,,DOC-LWH-W,1,42,20,11,43,,,,,,
SUDO5-LWH-W,3,SUT-LWH-T,1,45,45,7,59,,,,,,,DOC-LWH-W,2,42,20,11,43,,,,,,
ANDO3-WHI-W,3,ANT-WHI-T,1,39,39,6,33,ANT-WHI-P,1,26,9,7,14,DOC-WHI-W,1,42,20,11,43,,,,,,
ANDO5-WHI-W,4,ANT-WHI-T,1,39,39,6,33,ANT-WHI-P,1,26,9,7,14,DOC-WHI-W,2,42,20,11,43,,,,,,
AVDO5-WHI-W,4,AVT-WHI-T,1,45,45,9,84,AVT-WHI-P,1,24,11,9,20,DOC-WHI-W,2,42,20,11,43,,,,,,
AVDO7-WHI-W,5,AVT-WHI-T,1,45,45,9,84,AVT-WHI-P,1,24,11,9,20,DOC-WHI-W,3,42,20,11,43,,,,,,
DLDO3-BMK-W,3,DLT-SBR-T,1,45,27,4,31,DLT-BMK-P,1,26,9,6,14,DOC-WHI-W,1,42,20,11,43,,,,,,
DLDO5-BMK-W,4,DLT-SBR-T,1,45,27,4,31,DLT-BMK-P,1,26,9,6,14,DOC-WHI-W,2,42,20,11,43,,,,,,
DOVE5-WHI-W,3,DOT-WHI-T,1,64,46,7,133,,,,,,,DOC-WHI-W,2,42,20,11,43,,,,,,
DOVE7-WHI-W,4,DOT-WHI-T,1,64,46,7,133,,,,,,,DOC-WHI-W,3,42,20,11,43,,,,,,
DOVE9-WHI-W,5,DOT-WHI-T,1,64,46,7,133,,,,,,,DOC-WHI-W,4,42,20,11,43,,,,,,
HLDO3-BMK-W,3,HLT-BMK-T,1,45,45,6,55,HLT-BMK-P,1,26,9,7,11,DOC-WHI-W,1,42,20,11,43,,,,,,
HLDO5-BMK-W,4,HLT-BMK-T,1,45,45,6,55,HLT-BMK-P,1,26,9,7,11,DOC-WHI-W,2,42,20,11,43,,,,,,
NADO5-WHI-W,4,NAT-WHI-T,1,63,44,7,111,NAT-WHI-P,1,27,19,8,33,DOC-WHI-W,2,42,20,11,43,,,,,,
NADO7-WHI-W,5,NAT-WHI-T,1,63,44,7,111,NAT-WHI-P,1,27,19,8,33,DOC-WHI-W,3,42,20,11,43,,,,,,
NADO9-WHI-W,6,NAT-WHI-T,1,63,44,7,111,NAT-WHI-P,1,27,19,8,33,DOC-WHI-W,4,42,20,11,43,,,,,,
NODO3-WHI-W,2,NFT-WHI-T,1,47,36,7,68,,,,,,,DOC-WHI-W,1,42,20,11,43,,,,,,
NODO5-WHI-W,3,NFT-WHI-T,1,47,36,7,68,,,,,,,DOC-WHI-W,2,42,20,11,43,,,,,,
NIDO5-WHI-W,3,NIT-WHI-T,1,59,41,7,108,,,,,,,DOC-WHI-W,2,42,20,11,43,,,,,,
NIDO6-WHI-W,4,NIT-WHI-T,1,59,41,7,108,,,,,,,DOC-WHI-W,2,42,20,11,43,NIB-WHI-W,1,58,18,5,36
NIDO7-WHI-W,4,NIT-WHI-T,1,59,41,7,108,,,,,,,DOC-WHI-W,3,42,20,11,43,,,,,,
PLDO5-WHI-W,4,PVT-WHI-T,1,64,45,7,110,PVT-WHI-P,1,24,19,8,27,DOC-WHI-W,2,42,20,11,43,,,,,,
PLDO7-WHI-W,5,PVT-WHI-T,1,64,45,7,110,PVT-WHI-P,1,24,19,8,27,DOC-WHI-W,3,42,20,11,43,,,,,,
PLDO9-WHI-W,6,PVT-WHI-T,1,64,45,7,110,PVT-WHI-P,1,24,19,8,27,DOC-WHI-W,4,42,20,11,43,,,,,,
QUDO5-WHI-W,3,QUT-WHI-T,1,64,45,8,135,,,,,,,DOC-WHI-W,2,42,20,11,43,,,,,,
QUDO7-WHI-W,4,QUT-WHI-T,1,64,45,8,135,,,,,,,DOC-WHI-W,3,42,20,11,43,,,,,,
QUDO9-WHI-W,5,QUT-WHI-T,1,64,45,8,135,,,,,,,DOC-WHI-W,4,42,20,11,43,,,,,,
SUDO3-BMK-W,2,SUT-BMK-T,1,45,45,7,59,,,,,,,DOC-WHI-W,1,42,20,11,43,,,,,,
SUDO5-BMK-W,3,SUT-BMK-T,1,45,45,7,59,,,,,,,DOC-WHI-W,2,42,20,11,43,,,,,,
DLDU3-BLK-LC,3,DLT-BLK-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,DUC-BLK-LC,1,40,19,11,41,,,,,,
DLDU5-BLK-LC,4,DLT-BLK-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,DUC-BLK-LC,2,40,19,11,41,,,,,,
DULE5-BLK-LC,3,DUT-BLK-T,1,65,41,7,84,,,,,,,DUC-BLK-LC,2,40,19,11,41,,,,,,
DULE6-BLK-LC,4,DUT-BLK-T,1,65,41,7,84,,,,,,,DUC-BLK-LC,2,40,19,11,41,DUB-BLK-W,1,55,19,5,31
DULE7-BLK-LC,4,DUT-BLK-T,1,65,41,7,84,,,,,,,DUC-BLK-LC,3,40,19,11,41,,,,,,
LGDU5-BLK-LC,4,LGT-BLK-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,DUC-BLK-LC,2,40,19,11,41,,,,,,
LGDU7-BLK-LC,5,LGT-BLK-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,DUC-BLK-LC,3,40,19,11,41,,,,,,
LGDU9-BLK-LC,6,LGT-BLK-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,DUC-BLK-LC,4,40,19,11,41,,,,,,
SHDU3-BLK-LC,3,SHT-BLK-T,1,45,45,4,44,SHT-BLK-P,1,28,11,9,24,DUC-BLK-LC,1,40,19,11,41,,,,,,
SHDU5-BLK-LC,4,SHT-BLK-T,1,45,45,4,44,SHT-BLK-P,1,28,11,9,24,DUC-BLK-LC,2,40,19,11,41,,,,,,
WEDU5-BLK-LC,4,WET-BLK-T,1,46,46,7,90,WET-BLK-L,1,32,15,5,30,DUC-BLK-LC,2,40,19,11,41,,,,,,
WEDU6D-BLK-LC,5,WET-BLK-T,1,46,46,7,90,WET-BLK-L,1,32,15,5,30,DUC-BLK-LC,2,40,19,11,41,DUB-BLK-W,1,55,19,5,31
WEDU7-BLK-LC,5,WET-BLK-T,1,46,46,7,90,WET-BLK-L,1,32,15,5,30,DUC-BLK-LC,3,40,19,11,41,,,,,,
DLDU3-BLK-W,3,DLT-BLK-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,DUC-BLK-W,1,40,19,10,41,,,,,,
DLDU5-BLK-W,4,DLT-BLK-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,DUC-BLK-W,2,40,19,10,41,,,,,,
DULE5-BLK-W,3,DUT-BLK-T,1,65,41,7,84,,,,,,,DUC-BLK-W,2,40,19,10,41,,,,,,
DULE6-BLK-W,4,DUT-BLK-T,1,65,41,7,84,,,,,,,DUC-BLK-W,2,40,19,10,41,DUB-BLK-W,1,55,19,5,31
DULE7-BLK-W,4,DUT-BLK-T,1,65,41,7,84,,,,,,,DUC-BLK-W,3,40,19,10,41,,,,,,
LGDU5-BLK-W,4,LGT-BLK-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,DUC-BLK-W,2,40,19,10,41,,,,,,
LGDU7-BLK-W,5,LGT-BLK-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,DUC-BLK-W,3,40,19,10,41,,,,,,
LGDU9-BLK-W,6,LGT-BLK-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,DUC-BLK-W,4,40,19,10,41,,,,,,
SHDU3-BLK-W,3,SHT-BLK-T,1,45,45,4,44,SHT-BLK-P,1,28,11,9,24,DUC-BLK-W,1,40,19,10,41,,,,,,
SHDU5-BLK-W,4,SHT-BLK-T,1,45,45,4,44,SHT-BLK-P,1,28,11,9,24,DUC-BLK-W,2,40,19,10,41,,,,,,
WEDU5-BLK-W,4,WET-BLK-T,1,46,46,7,90,WET-BLK-L,1,32,15,5,30,DUC-BLK-W,2,40,19,10,41,,,,,,
WEDU6D-BLK-W,5,WET-BLK-T,1,46,46,7,90,WET-BLK-L,1,32,15,5,30,DUC-BLK-W,2,40,19,10,41,DUB-BLK-W,1,55,19,5,31
WEDU7-BLK-W,5,WET-BLK-T,1,46,46,7,90,WET-BLK-L,1,32,15,5,30,DUC-BLK-W,3,40,19,10,41,,,,,,
CADU5-MAH-LC,3,CAT-MAH-S,1,64,41,7,84,,,,,,,DUC-MAH-LC,2,40,19,11,41,,,,,,
CADU5C-MAH-LC,4,CAT-MAH-S,1,64,41,7,84,,,,,,,DUC-MAH-LC,1,40,19,11,41,CAB-MAH-W,2,55,18,5,31
CADU6C-MAH-LC,4,CAT-MAH-S,1,64,41,7,84,,,,,,,DUC-MAH-LC,2,40,19,11,41,CAB-MAH-W,1,55,18,5,31
CADU7-MAH-LC,4,CAT-MAH-S,1,64,41,7,84,,,,,,,DUC-MAH-LC,3,40,19,11,41,,,,,,
DUDL5-MAH-LC,3,DUT-MAH-T,1,65,41,7,84,,,,,,,DUC-MAH-LC,2,40,19,11,41,,,,,,
DUDL6-MAH-LC,4,DUT-MAH-T,1,65,41,7,84,,,,,,,DUC-MAH-LC,2,40,19,11,41,DUB-MAH-W,1,55,19,5,31
DUDL6D-MAH-LC,4,DUT-MAH-T,1,65,41,7,84,,,,,,,DUC-MAH-LC,2,40,19,11,41,DUB-MAH-W,1,55,19,5,31
DUDL7-MAH-LC,4,DUT-MAH-T,1,65,41,7,84,,,,,,,DUC-MAH-LC,3,40,19,11,41,,,,,,
DULE7-MAH-LC,4,DUT-MAH-T,1,65,41,7,84,,,,,,,DUC-MAH-LC,3,40,19,11,41,,,,,,
HLDU3-MAH-LC,3,HLT-MAH-T,1,45,45,6,55,HLT-MAH-P,1,26,9,7,11,DUC-MAH-LC,1,40,19,11,41,,,,,,
HLDU5-MAH-LC,4,HLT-MAH-T,1,45,45,6,55,HLT-MAH-P,1,26,9,7,11,DUC-MAH-LC,2,40,19,11,41,,,,,,
MLDU5-MAH-LC,3,MLT-MAH-T,1,46,40,8,73,,,,,,,DUC-MAH-LC,2,40,19,11,41,,,,,,
MLDU5D-MAH-LC,4,MLT-MAH-T,1,46,40,8,73,,,,,,,DUC-MAH-LC,1,40,19,11,41,DUB-MAH-W,2,55,19,5,31
MLDU6D-MAH-LC,4,MLT-MAH-T,1,46,40,8,73,,,,,,,DUC-MAH-LC,2,40,19,11,41,DUB-MAH-W,1,55,19,5,31
MLDU7-MAH-LC,4,MLT-MAH-T,1,46,40,8,73,,,,,,,DUC-MAH-LC,3,40,19,11,41,,,,,,
NODU3-MAH-LC,2,NFT-MAH-T,1,47,36,7,68,,,,,,,DUC-MAH-LC,1,40,19,11,41,,,,,,
NODU5-MAH-LC,3,NFT-MAH-T,1,47,36,7,68,,,,,,,DUC-MAH-LC,2,40,19,11,41,,,,,,
NODU5C-MAH-LC,4,NFT-MAH-T,1,47,36,7,68,,,,,,,DUC-MAH-LC,1,40,19,11,41,CAB-MAH-W,2,55,18,5,31
NODU6C-MAH-LC,4,NFT-MAH-T,1,47,36,7,68,,,,,,,DUC-MAH-LC,2,40,19,11,41,CAB-MAH-W,1,55,18,5,31
NODU7-MAH-LC,4,NFT-MAH-T,1,47,36,7,68,,,,,,,DUC-MAH-LC,3,40,19,11,41,,,,,,
OXDU3-MAH-LC,2,OXT-MAH-T,1,41,41,7,59,,,,,,,DUC-MAH-LC,1,40,19,11,41,,,,,,
OXDU5-MAH-LC,3,OXT-MAH-T,1,41,41,7,59,,,,,,,DUC-MAH-LC,2,40,19,11,41,,,,,,
PSDU5-MAH-LC,3,PST-MAH-T,1,54,36,7,77,,,,,,,DUC-MAH-LC,2,40,19,11,41,,,,,,
PSDU5D-MAH-LC,4,PST-MAH-T,1,54,36,7,77,,,,,,,DUC-MAH-LC,1,40,19,11,41,DUB-MAH-W,2,55,19,5,31
PSDU6D-MAH-LC,4,PST-MAH-T,1,54,36,7,77,,,,,,,DUC-MAH-LC,2,40,19,11,41,DUB-MAH-W,1,55,19,5,31
PSDU7-MAH-LC,4,PST-MAH-T,1,54,36,7,77,,,,,,,DUC-MAH-LC,3,40,19,11,41,,,,,,
CADU5-MAH-W,3,CAT-MAH-S,1,64,41,7,84,,,,,,,DUC-MAH-W,2,40,19,10,41,,,,,,
CADU5C-MAH-W,4,CAT-MAH-S,1,64,41,7,84,,,,,,,DUC-MAH-W,1,40,19,10,41,CAB-MAH-W,2,55,18,5,31
CADU6C-MAH-W,4,CAT-MAH-S,1,64,41,7,84,,,,,,,DUC-MAH-W,2,40,19,10,41,CAB-MAH-W,1,55,18,5,31
CADU7-MAH-W,4,CAT-MAH-S,1,64,41,7,84,,,,,,,DUC-MAH-W,3,40,19,10,41,,,,,,
DUDL5-MAH-W,3,DUT-MAH-T,1,65,41,7,84,,,,,,,DUC-MAH-W,2,40,19,10,41,,,,,,
DUDL6-MAH-W,4,DUT-MAH-T,1,65,41,7,84,,,,,,,DUC-MAH-W,2,40,19,10,41,DUB-MAH-W,1,55,19,5,31
DUDL7-MAH-W,4,DUT-MAH-T,1,65,41,7,84,,,,,,,DUC-MAH-W,3,40,19,10,41,,,,,,
HLDU3-MAH-W,3,HLT-MAH-T,1,45,45,6,55,HLT-MAH-P,1,26,9,7,11,DUC-MAH-W,1,40,19,10,41,,,,,,
HLDU5-MAH-W,4,HLT-MAH-T,1,45,45,6,55,HLT-MAH-P,1,26,9,7,11,DUC-MAH-W,2,40,19,10,41,,,,,,
MLDU5-MAH-W,3,MLT-MAH-T,1,46,40,8,73,,,,,,,DUC-MAH-W,2,40,19,10,41,,,,,,
MLDU5D-MAH-W,4,MLT-MAH-T,1,46,40,8,73,,,,,,,DUC-MAH-W,1,40,19,10,41,DUB-MAH-W,2,55,19,5,31
MLDU6D-MAH-W,4,MLT-MAH-T,1,46,40,8,73,,,,,,,DUC-MAH-W,2,40,19,10,41,DUB-MAH-W,1,55,19,5,31
MLDU7-MAH-W,4,MLT-MAH-T,1,46,40,8,73,,,,,,,DUC-MAH-W,3,40,19,10,41,,,,,,
NODU3-MAH-W,2,NFT-MAH-T,1,47,36,7,68,,,,,,,DUC-MAH-W,1,40,19,10,41,,,,,,
NODU5-MAH-W,3,NFT-MAH-T,1,47,36,7,68,,,,,,,DUC-MAH-W,2,40,19,10,41,,,,,,
NODU5C-MAH-W,4,NFT-MAH-T,1,47,36,7,68,,,,,,,DUC-MAH-W,1,40,19,10,41,CAB-MAH-W,2,55,18,5,31
NODU6C-MAH-W,4,NFT-MAH-T,1,47,36,7,68,,,,,,,DUC-MAH-W,2,40,19,10,41,CAB-MAH-W,1,55,18,5,31
NODU7-MAH-W,4,NFT-MAH-T,1,47,36,7,68,,,,,,,DUC-MAH-W,3,40,19,10,41,,,,,,
OXDU3-MAH-W,2,OXT-MAH-T,1,41,41,7,59,,,,,,,DUC-MAH-W,1,40,19,10,41,,,,,,
OXDU5-MAH-W,3,OXT-MAH-T,1,41,41,7,59,,,,,,,DUC-MAH-W,2,40,19,10,41,,,,,,
PSDU5-MAH-W,3,PST-MAH-T,1,54,36,7,77,,,,,,,DUC-MAH-W,2,40,19,10,41,,,,,,
PSDU5D-MAH-W,4,PST-MAH-T,1,54,36,7,77,,,,,,,DUC-MAH-W,1,40,19,10,41,DUB-MAH-W,2,55,19,5,31
PSDU6D-MAH-W,4,PST-MAH-T,1,54,36,7,77,,,,,,,DUC-MAH-W,2,40,19,10,41,DUB-MAH-W,1,55,19,5,31
PSDU7-MAH-W,4,PST-MAH-T,1,54,36,7,77,,,,,,,DUC-MAH-W,3,40,19,10,41,,,,,,
EDFA3-BLK-W,3,EDT-BLK-T,1,33,33,6,22,EDT-BLK-P,1,33,9,7,15,FAS-BLK-W,1,44,20,11,47,,,,,,
EDFA5-BLK-W,4,EDT-BLK-T,1,33,33,6,22,EDT-BLK-P,1,33,9,7,15,FAS-BLK-W,2,44,20,11,47,,,,,,
FAIR5-BLK-W,4,FAT-BLK-T,1,58,40,7,97,FAT-BLK-L,1,38,15,5,33,FAS-BLK-W,2,44,20,11,47,,,,,,
FAIR7-BLK-W,5,FAT-BLK-T,1,58,40,7,97,FAT-BLK-L,1,38,15,5,33,FAS-BLK-W,3,44,20,11,47,,,,,,
FAIR9-BLK-W,6,FAT-BLK-T,1,58,40,7,97,FAT-BLK-L,1,38,15,5,33,FAS-BLK-W,4,44,20,11,47,,,,,,
JAFA3-BLK-W,3,JAT-BLK-T,1,38,38,5,30,JAT-BLK-P,1,32,9,7,15,FAS-BLK-W,1,44,20,11,47,,,,,,
JAFA5-BLK-W,4,JAT-BLK-T,1,38,38,5,30,JAT-BLK-P,1,32,9,7,15,FAS-BLK-W,2,44,20,11,47,,,,,,
PBFA3-BLK-W,2,PBT-BLK-T,1,41,41,7,59,,,,,,,FAS-BLK-W,1,44,20,11,47,,,,,,
PBFA5-BLK-W,3,PBT-BLK-T,1,41,41,7,59,,,,,,,FAS-BLK-W,2,44,20,11,47,,,,,,
SUFA3H-BCH-W,2,SUT-BCH-H,1,45,45,7,66,,,,,,,FAS-BLK-W,1,44,20,11,47,,,,,,
SUFA5H-BCH-W,3,SUT-BCH-H,1,45,45,7,66,,,,,,,FAS-BLK-W,2,44,20,11,47,,,,,,
TRFA3-BLK-W,3,TRT-BLK-T,1,45,45,5,45,TRT-BLK-P,1,32,9,7,14,FAS-BLK-W,1,44,20,11,47,,,,,,
TRFA5-BLK-W,4,TRT-BLK-T,1,45,45,5,45,TRT-BLK-P,1,32,9,7,14,FAS-BLK-W,2,44,20,11,47,,,,,,
YAFA3-BLK-W,2,YAT-BLK-H,1,53,35,6,55,,,,,,,FAS-BLK-W,1,44,20,11,47,,,,,,
YAFA5-BLK-W,3,YAT-BLK-H,1,53,35,6,55,,,,,,,FAS-BLK-W,2,44,20,11,47,,,,,,
FAIR5-CAP-LC,4,FAT-CAP-T,1,58,40,7,97,FAT-CAP-L,1,38,15,5,33,FAS-CAP-LC,2,44,20,12,47,,,,,,
FAIR7-CAP-LC,5,FAT-CAP-T,1,58,40,7,97,FAT-CAP-L,1,38,15,5,33,FAS-CAP-LC,3,44,20,12,47,,,,,,
FAIR9-CAP-LC,6,FAT-CAP-T,1,58,40,7,97,FAT-CAP-L,1,38,15,5,33,FAS-CAP-LC,4,44,20,12,47,,,,,,
FAIR5-CAP-W,4,FAT-CAP-T,1,58,40,7,97,FAT-CAP-L,1,38,15,5,33,FAS-CAP-W,2,44,20,11,47,,,,,,
FAIR7-CAP-W,5,FAT-CAP-T,1,58,40,7,97,FAT-CAP-L,1,38,15,5,33,FAS-CAP-W,3,44,20,11,47,,,,,,
FAIR9-CAP-W,6,FAT-CAP-T,1,58,40,7,97,FAT-CAP-L,1,38,15,5,33,FAS-CAP-W,4,44,20,11,47,,,,,,
DLGR3-BLK-W,3,DLT-BLK-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,GRC-BLK-W,1,40,20,12,41,,,,,,
DLGR5-BLK-W,4,DLT-BLK-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,GRC-BLK-W,2,40,20,12,41,,,,,,
DUGR5-BLK-W,3,DUT-BLK-T,1,65,41,7,84,,,,,,,GRC-BLK-W,2,40,20,12,41,,,,,,
DUGR6-BLK-W,4,DUT-BLK-T,1,65,41,7,84,,,,,,,GRC-BLK-W,2,40,20,12,41,DUB-BLK-W,1,55,19,5,31
DUGR7-BLK-W,4,DUT-BLK-T,1,65,41,7,84,,,,,,,GRC-BLK-W,3,40,20,12,41,,,,,,
LGGR5-BLK-W,4,LGT-BLK-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,GRC-BLK-W,2,40,20,12,41,,,,,,
LGGR7-BLK-W,5,LGT-BLK-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,GRC-BLK-W,3,40,20,12,41,,,,,,
LGGR9-BLK-W,6,LGT-BLK-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,GRC-BLK-W,4,40,20,12,41,,,,,,
SHGR3-BLK-W,3,SHT-BLK-T,1,45,45,4,44,SHT-BLK-P,1,28,11,9,24,GRC-BLK-W,1,40,20,12,41,,,,,,
SHGR5-BLK-W,4,SHT-BLK-T,1,45,45,4,44,SHT-BLK-P,1,28,11,9,24,GRC-BLK-W,2,40,20,12,41,,,,,,
WEGR5-BLK-W,4,WET-BLK-T,1,46,46,7,90,WET-BLK-L,1,32,15,5,30,GRC-BLK-W,2,40,20,12,41,,,,,,
WEGR6D-BLK-W,5,WET-BLK-T,1,46,46,7,90,WET-BLK-L,1,32,15,5,30,GRC-BLK-W,2,40,20,12,41,DUB-BLK-W,1,55,19,5,31
WEGR7-BLK-W,5,WET-BLK-T,1,46,46,7,90,WET-BLK-L,1,32,15,5,30,GRC-BLK-W,3,40,20,12,41,,,,,,
ANGR3-OAK-W,3,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,GRC-OAK-W,1,40,20,12,41,,,,,,
ANGR5-OAK-W,4,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,GRC-OAK-W,2,40,20,12,41,,,,,,
AVGR5-OAK-W,4,AVT-OAK-T,1,45,45,9,84,AVT-OAK-P,1,24,11,9,20,GRC-OAK-W,2,40,20,12,41,,,,,,
AVGR7-OAK-W,5,AVT-OAK-T,1,45,45,9,84,AVT-OAK-P,1,24,11,9,20,GRC-OAK-W,3,40,20,12,41,,,,,,
CAGR5-OAK-W,3,CAT-OAK-S,1,64,41,7,84,,,,,,,GRC-OAK-W,2,40,20,12,41,,,,,,
CAGR5C-OAK-W,4,CAT-OAK-S,1,64,41,7,84,,,,,,,GRC-OAK-W,1,40,20,12,41,CAB-OAK-W,2,55,18,5,31
CAGR6-OAK-W,4,CAT-OAK-S,1,64,41,7,84,,,,,,,GRC-OAK-W,2,40,20,12,41,CAB-OAK-W,1,55,18,5,31
CAGR7-OAK-W,4,CAT-OAK-S,1,64,41,7,84,,,,,,,GRC-OAK-W,3,40,20,12,41,,,,,,
DLGR3-OAK-W,3,DLT-OAK-T,1,45,27,4,31,DLT-OAK-P,1,26,9,6,14,GRC-OAK-W,1,40,20,12,41,,,,,,
DLGR5-OAK-W,4,DLT-OAK-T,1,45,27,4,31,DLT-OAK-P,1,26,9,6,14,GRC-OAK-W,2,40,20,12,41,,,,,,
NOGR3-OAK-W,2,NFT-OAK-T,1,47,36,7,68,,,,,,,GRC-OAK-W,1,40,20,12,41,,,,,,
NOGR5-OAK-W,3,NFT-OAK-T,1,47,36,7,68,,,,,,,GRC-OAK-W,2,40,20,12,41,,,,,,
OXGR3-OAK-W,2,OXT-OAK-T,1,41,41,7,59,,,,,,,GRC-OAK-W,1,40,20,12,41,,,,,,
OXGR5-OAK-W,3,OXT-OAK-T,1,41,41,7,59,,,,,,,GRC-OAK-W,2,40,20,12,41,,,,,,
VAGR5-OAK-W,4,VAT-OAK-T,1,64,44,8,110,VAT-OAK-P,1,27,19,8,33,GRC-OAK-W,2,40,20,12,41,,,,,,
VAGR7-OAK-W,5,VAT-OAK-T,1,64,44,8,110,VAT-OAK-P,1,27,19,8,33,GRC-OAK-W,3,40,20,12,41,,,,,,
VAGR9-OAK-W,6,VAT-OAK-T,1,64,44,8,110,VAT-OAK-P,1,27,19,8,33,GRC-OAK-W,4,40,20,12,41,,,,,,
ANGR3-LWH-W,3,ANT-LWH-T,1,39,39,6,33,ANT-LWH-P,1,26,9,7,14,GRC-WHI-W,1,40,20,12,41,,,,,,
ANGR5-LWH-W,4,ANT-LWH-T,1,39,39,6,33,ANT-LWH-P,1,26,9,7,14,GRC-WHI-W,2,40,20,12,41,,,,,,
AVGR5-LWH-W,4,AVT-LWH-T,1,45,45,9,84,AVT-LWH-P,1,24,11,9,20,GRC-WHI-W,2,40,20,12,41,,,,,,
AVGR7-LWH-W,5,AVT-LWH-T,1,45,45,9,84,AVT-LWH-P,1,24,11,9,20,GRC-WHI-W,3,40,20,12,41,,,,,,
BOGR3-WHI-W,2,BOT-WHI-T,1,44,44,6,64,,,,,,,GRC-WHI-W,1,40,20,12,41,,,,,,
